8262 GET 	 /api/products 	 200 	 2019-12-13 
58113 GET 	 /api/products 	 200 	 2019-12-13 
19382 GET 	 /api/products/3 	 200 	 2019-12-16 
107475 GET 	 /api/products/3 	 200 	 2019-12-16 
